study,study_label,covariate,group,sample,term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,nobs,significant
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",pid,pid_3_Independent,original,(Intercept),2.1542656782984957,0.47837858153476226,4.5032653246871,0.0019934697333558746,1.051122691086231,3.25740866551076,8,10,1
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",pid,pid_3_Independent,original,Z,1.588184578456057,0.5638998766609615,2.816430086596623,0.0226178975622513,0.28782913103476093,2.8885400258773535,8,10,1
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",pid,pid_3_Republican,mt,(Intercept),3.00401543040162,0.09241599430757813,32.50536287478206,9.43324565836545e-86,2.8218768720091507,3.1861539887940893,219,221,1
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",pid,pid_3_Republican,mt,Z,0.4576783525051622,0.12226033810750009,3.743473636583096,2.3196079277680896e-4,0.21672090895526416,0.6986357960550602,219,221,1
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",pid,pid_3_Republican,original,(Intercept),2.891453623086714,0.09658751596713977,29.936100893933553,1.730964056741077e-82,2.7011738975262123,3.081733348647216,237,239,1
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",pid,pid_3_Republican,original,Z,0.43422967608183394,0.1353101766614226,3.2091427769573992,0.0015152755423343239,0.1676653792068854,0.7007939729567825,237,239,1
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",white,white_0,mt,(Intercept),3.275234133653893,0.08583188720515,38.15871047814239,1.9359408131482168e-97,3.106049934517421,3.4444183327903652,214,216,1
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",white,white_0,mt,Z,0.4316386355633197,0.11004233564241558,3.9224779539934223,1.1805988818957064e-4,0.21473294895910078,0.6485443221675387,214,216,1
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",white,white_0,original,(Intercept),2.9661558071566847,0.16582512525763032,17.887252022565253,7.973551208591365e-39,2.638465047128766,3.2938465671846036,148,150,1
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",white,white_0,original,Z,0.6764655434473364,0.20491704928926016,3.3011676958730756,0.0012067989296852587,0.2715243530218744,1.0814067338727984,148,150,1
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",white,white_1,mt,(Intercept),3.1908293789828828,0.04352252146759375,73.31444207245045,0,3.1053932047488084,3.276265553216957,774,776,1
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",white,white_1,mt,Z,0.46262055194735635,0.05877193014816482,7.871454124121562,1.1823414094423354e-14,0.34724927530957683,0.5779918285851359,774,776,1
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",white,white_1,original,(Intercept),2.9690905814735573,0.07995160711069314,37.13609630589222,4.039006818532707e-130,2.8119004985514167,3.126280664395698,390,392,1
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",white,white_1,original,Z,0.4927997285416801,0.10777826002682243,4.572348156474586,6.485513752400834e-6,0.2809006280349889,0.7046988290483713,390,392,1
melloS6,Murtagh et al. (2012),age,age_3_18 - 39,mt,(Intercept),3.2623541566146717,0.06814146980289175,47.87619295638125,1.450472570457605e-140,3.1282453760393483,3.396462937189995,293,295,1
melloS6,Murtagh et al. (2012),age,age_3_18 - 39,mt,Z,-0.39243512176826484,0.10598797195921823,-3.7026382759664935,2.5490504429467956e-4,-0.6010293554444387,-0.18384088809209098,293,295,1
melloS6,Murtagh et al. (2012),age,age_3_18 - 39,original,(Intercept),3.3858037767657314,0.16354720726745905,20.702302615468774,1.995554176974135e-33,3.0602062985649727,3.71140125496649,78,80,1
melloS6,Murtagh et al. (2012),age,age_3_18 - 39,original,Z,-0.36266023501556544,0.23675121187116957,-1.5318199731662216,0.12961288195212814,-0.8339956912068989,0.10867522117576806,78,80,0
melloS6,Murtagh et al. (2012),age,age_3_40 - 59,mt,(Intercept),3.3996606822521285,0.1542340906868463,22.042213022506996,3.818881397781979e-32,3.091722384597307,3.7075989799069498,66,68,1
melloS6,Murtagh et al. (2012),age,age_3_40 - 59,mt,Z,-0.424957585281516,0.21914158749634705,-1.9391918719608607,0.056754801638092905,-0.8624878815894473,0.012572711026415329,66,68,0
melloS6,Murtagh et al. (2012),age,age_3_40 - 59,original,(Intercept),3.1857126624961647,0.17498282365043252,18.205859272566894,1.0759338213070988e-34,2.8388663494219655,3.532558975570364,108,110,1
melloS6,Murtagh et al. (2012),age,age_3_40 - 59,original,Z,-0.3988725090879347,0.24525094150653654,-1.6263852307262348,0.10678214463974717,-0.8850024220984457,0.0872574039225763,108,110,0
melloS6,Murtagh et al. (2012),age,age_3_More than 60,mt,(Intercept),3.6121394748928877,0.5160199249846984,6.999999999999998,0.0021921298066929413,2.179438479984589,5.044840469801186,4,6,1
melloS6,Murtagh et al. (2012),age,age_3_More than 60,mt,Z,-1.5480597749540945,1.1538556300101273,-1.3416407864998738,0.25081535976844566,-4.751676591000629,1.6555570410924396,4,6,0
melloS6,Murtagh et al. (2012),age,age_3_More than 60,original,(Intercept),3.3998120743380853,0.1796555781193964,18.924055183405557,4.430083170065694e-31,3.0422165911013175,3.757407557574853,79,81,1
melloS6,Murtagh et al. (2012),age,age_3_More than 60,original,Z,-0.6489659296699635,0.3061449620914148,-2.1197994741987047,0.03716235880440096,-1.2583322338257146,-0.039599625514212256,79,81,1
melloS6,Murtagh et al. (2012),educ,educ_3_College,mt,(Intercept),3.2837631589935317,0.10430256709091183,31.483052148959572,2.5520991274660524e-64,3.077498493420139,3.4900278245669245,136,138,1
melloS6,Murtagh et al. (2012),educ,educ_3_College,mt,Z,-0.21631138269560593,0.15822619981026492,-1.367102180011864,0.1738486925061421,-0.5292133092643612,0.09659054387314928,136,138,0
melloS6,Murtagh et al. (2012),educ,educ_3_College,original,(Intercept),3.36464265178902,0.24528775414734882,13.717124458515846,4.754358178673701e-18,2.871187339249012,3.858097964329028,47,49,1
melloS6,Murtagh et al. (2012),educ,educ_3_College,original,Z,-0.6064167079911,0.3202031481113066,-1.8938499248617693,0.06440890859507582,-1.2505823536704281,0.03774893768822818,47,49,0
melloS6,Murtagh et al. (2012),educ,educ_3_Graduate School,mt,(Intercept),3.577738146560573,0.17052592566056568,20.980611204434172,1.1792852382186328e-20,3.2308005421924437,3.9246757509287025,33,35,1
melloS6,Murtagh et al. (2012),educ,educ_3_Graduate School,mt,Z,-0.8944345366401432,0.304935183994704,-2.933195589052385,0.006058820538930788,-1.514829833207897,-0.2740392400723892,33,35,1
melloS6,Murtagh et al. (2012),educ,educ_3_Graduate School,original,(Intercept),3.4293583679818274,0.28129506562649154,12.191320741243961,1.7265819180208058e-12,2.8521885681940677,4.006528167769587,27,29,1
melloS6,Murtagh et al. (2012),educ,educ_3_Graduate School,original,Z,-0.7798605906968796,0.5464311261522405,-1.4271891797020428,0.16498895382423898,-1.9010446504907352,0.341323469096976,27,29,0
melloS6,Murtagh et al. (2012),educ,educ_3_Less than College,mt,(Intercept),3.261635374903282,0.08430747411649744,38.68738103096649,3.7812511092728083e-93,3.0953584809493053,3.4279122688572583,194,196,1
melloS6,Murtagh et al. (2012),educ,educ_3_Less than College,mt,Z,-0.48659488943001533,0.12565567500481423,-3.8724465839793747,1.472106100195132e-4,-0.7344214975267027,-0.23876828133332795,194,196,1
melloS6,Murtagh et al. (2012),educ,educ_3_Less than College,original,(Intercept),3.2819019688221687,0.12167483154487953,26.972726628445304,4.7233563761429836e-67,3.0419029884885656,3.521900949155772,191,193,1
melloS6,Murtagh et al. (2012),educ,educ_3_Less than College,original,Z,-0.33900475614538705,0.17817225115076044,-1.9026798727403305,0.058586675668620726,-0.6904427491715188,0.012433236880744769,191,193,0
melloS6,Murtagh et al. (2012),female,female_0,mt,(Intercept),3.361501225614605,0.0814745563247992,41.25829433441704,8.934377462464331e-100,3.200841855675485,3.5221605955537245,200,202,1
melloS6,Murtagh et al. (2012),female,female_0,mt,Z,-0.46753381126743204,0.13242370598999267,-3.5305899934771787,5.145998812998237e-4,-0.7286596170287054,-0.20640800550615862,200,202,1
melloS6,Murtagh et al. (2012),female,female_0,original,(Intercept),3.4430845852723144,0.1323140097460796,26.02207122193522,4.489382957751919e-52,3.18119809663364,3.704971073910989,124,126,1
melloS6,Murtagh et al. (2012),female,female_0,original,Z,-0.5007125500698529,0.18986182975941587,-2.6372470480471653,0.009427925870883811,-0.8765022946148778,-0.12492280552482804,124,126,1
melloS6,Murtagh et al. (2012),female,female_1,mt,(Intercept),3.2093922163682427,0.09477380733686462,33.86370460944719,3.47581246564938e-76,3.022266486624753,3.3965179461117323,165,167,1
melloS6,Murtagh et al. (2012),female,female_1,mt,Z,-0.34396392704145007,0.13653411698254653,-2.519252584212485,0.012711443373023228,-0.6135431176761608,-0.07438473640673943,165,167,1
melloS6,Murtagh et al. (2012),female,female_1,original,(Intercept),3.187208815199693,0.1495958158101532,21.305467655889977,3.2390084726714047e-46,2.891503933244821,3.482913697154565,143,145,1
melloS6,Murtagh et al. (2012),female,female_1,original,Z,-0.36525165202852633,0.22695485378685049,-1.6093581870320353,0.10974345150965874,-0.8138715407912902,0.08336823673423749,143,145,0
melloS6,Murtagh et al. (2012),white,white_0,mt,(Intercept),3.2133968055865285,0.1172772556783405,27.399999999999988,1.0040743487580325e-42,2.980051853910776,3.446741757262281,81,83,1
melloS6,Murtagh et al. (2012),white,white_0,mt,Z,-0.06435213516708935,0.19151628658999478,-0.33601390415874555,0.7377292434944003,-0.4454094713144545,0.3167052009802759,81,83,0
melloS6,Murtagh et al. (2012),white,white_0,original,(Intercept),3.3129882452045996,0.16938648923062447,19.558751469805085,1.582433707896288e-30,2.975322450238586,3.650654040170613,72,74,1
melloS6,Murtagh et al. (2012),white,white_0,original,Z,-0.22327888069994858,0.2486305557490062,-0.8980347569401315,0.37216030775887576,-0.7189148351444858,0.2723570737445886,72,74,0
melloS6,Murtagh et al. (2012),white,white_1,mt,(Intercept),3.3198484684330225,0.072525516932209,45.77490252894231,4.13647461101908e-133,3.1770927106436857,3.4626042262223593,284,286,1
melloS6,Murtagh et al. (2012),white,white_1,mt,Z,-0.5124113940407494,0.10865838696041448,-4.7158015904232675,3.7794148409516494e-6,-0.726289364537671,-0.29853342354382784,284,286,1
melloS6,Murtagh et al. (2012),white,white_1,original,(Intercept),3.311141983322779,0.12604178925254275,26.27019183842616,5.69253715069937e-66,3.062561855929791,3.5597221107157666,195,197,1
melloS6,Murtagh et al. (2012),white,white_1,original,Z,-0.5268384936126301,0.18568941083687643,-2.837202677515331,0.005032077266735472,-0.893055901942768,-0.16062108528249236,195,197,1
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_18 - 39,mt,(Intercept),2.329735745154604,0.044732334213492986,52.08169406129195,0,2.2420048616363064,2.417466628672902,1859,1863,1
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_18 - 39,mt,Z,0.002816452618442194,0.04481049940437744,0.06285251572463084,0.9498907039143667,-0.08506773166936027,0.09070063690624466,1859,1863,0
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_18 - 39,mt,Z_mcginty_policylcm,0.12447402256245534,0.05397904781925586,2.3059692156713427,0.021221915467892784,0.018608106107970063,0.2303399390169406,1859,1863,1
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_18 - 39,mt,Z_mcginty_policymi,0.005593737331567347,0.05622686179415415,0.09948514203132927,0.9207638108022392,-0.10468068383142294,0.11586815849455763,1859,1863,0
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_18 - 39,original,(Intercept),2.1900300209447843,0.07725358017676,28.348589359015953,1.1166017376866566e-122,2.0383846256946905,2.341675416194878,794,798,1
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_18 - 39,original,Z,0.07502817211329023,0.07995231159384163,0.9384115433013861,0.3483183198912453,-0.08191471474147506,0.23197105896805553,794,798,0
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_18 - 39,original,Z_mcginty_policylcm,0.0606326018029969,0.0997278281104237,0.6079807707820671,0.5433740857987885,-0.1351287580800772,0.256393961686071,794,798,0
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_18 - 39,original,Z_mcginty_policymi,0.011830172646410014,0.09802050194407015,0.12069079847357068,0.903966481348542,-0.1805797807293525,0.2042401260221725,794,798,0
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_40 - 59,mt,(Intercept),2.391653311980384,0.08984652161431354,26.61932002495428,7.036051759856304e-100,2.2151558282493546,2.5681507957114134,532,536,1
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_40 - 59,mt,Z,0.05016286561511626,0.08800324059782655,0.5700115731460365,0.5689104789274593,-0.1227136158180645,0.22303934704829703,532,536,0
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_40 - 59,mt,Z_mcginty_policylcm,0.12422367491255257,0.10709553320990019,1.159933296835848,0.24659625796275145,-0.08615833866746961,0.33460568849257477,532,536,0
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_40 - 59,mt,Z_mcginty_policymi,-0.04196485325856166,0.10762772810248408,-0.38990745227477397,0.6967610334464138,-0.25339232811752777,0.16946262160040443,532,536,0
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_40 - 59,original,(Intercept),2.1865486067836026,0.0728889382601628,29.998359956611598,4.6290214025307194e-147,2.0435407206229614,2.329556492944244,1168,1172,1
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_40 - 59,original,Z,0.14336163427597806,0.07008461642517066,2.045550672722098,0.0410242389782466,0.00585581944891736,0.28086744910303874,1168,1172,1
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_40 - 59,original,Z_mcginty_policylcm,0.24924739784310393,0.08979306141038244,2.7757979728964264,0.005594561706395858,0.07307367092781289,0.425421124758395,1168,1172,1
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_40 - 59,original,Z_mcginty_policymi,0.05665707038947455,0.08459674623722156,0.669731081980386,0.5031616073305945,-0.10932150117747264,0.22263564195642171,1168,1172,0
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_More than 60,mt,(Intercept),2.763003428322213,0.20395296439251193,13.54725799917648,7.731564344544202e-23,2.3574205917229114,3.168586264921515,84,88,1
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_More than 60,mt,Z,-0.06546599610188232,0.1993034791628378,-0.32847392517615986,0.743370801181473,-0.4618028214269933,0.3308708292232287,84,88,0
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_More than 60,mt,Z_mcginty_policylcm,-0.03469827944485435,0.24630036293461488,-0.14087790627440397,0.8883036864883269,-0.5244935621562551,0.45509700326654634,84,88,0
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_More than 60,mt,Z_mcginty_policymi,-0.11838542754328416,0.25226072413788203,-0.46929789783119946,0.6400725766118969,-0.6200335421621689,0.3832626870756005,84,88,0
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_More than 60,original,(Intercept),2.258849037218541,0.0834362013743037,27.072769373633193,2.0207600569281073e-120,2.095110866303837,2.4225872081332445,961,965,1
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_More than 60,original,Z,0.12910053719098077,0.08007915277570579,1.6121616265419203,0.10725510992791823,-0.028049642082777076,0.28625071646473865,961,965,0
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_More than 60,original,Z_mcginty_policylcm,0.27498448297732053,0.09957976694209013,2.7614493528312405,0.005864223067921383,0.07956560447320082,0.47040336148144024,961,965,1
mental_illness,"McGinty, Webster and Barry (2013)",age,age_3_More than 60,original,Z_mcginty_policymi,0.2949330722195143,0.09816724280761056,3.004393968745032,0.002730124851973282,0.1022861813459795,0.48757996309304913,961,965,1
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_College,mt,(Intercept),2.4595396871302775,0.06116361717627524,40.21246290980169,6.6112700702454264e-208,2.339509554097502,2.579569820163053,958,962,1
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_College,mt,Z,0.0016442844642737332,0.061544517578023004,0.02671699330796107,0.9786910234387977,-0.1191333440242113,0.12242191295275875,958,962,0
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_College,mt,Z_mcginty_policylcm,0.09094407811113239,0.07228318669149454,1.2581636515180596,0.2086391350832516,-0.05090758003407023,0.232795736256335,958,962,0
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_College,mt,Z_mcginty_policymi,-0.11320852473672117,0.0778246035893879,-1.4546624012892266,0.146090303652578,-0.2659348995542107,0.039517850080768316,958,962,0
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_College,original,(Intercept),2.3110594561993367,0.10244754083701475,22.558466873070522,4.366986157755739e-81,2.109840197189841,2.5122787152088324,572,576,1
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_College,original,Z,-0.012219338848098348,0.09556620265507626,-0.12786255505203215,0.8983026835446181,-0.1999228242367682,0.1754841465405715,572,576,0
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_College,original,Z_mcginty_policylcm,0.2367207086845949,0.11948304981198046,1.9812074520787728,0.048046444212361414,0.0020416666018707452,0.4713997507673191,572,576,1
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_College,original,Z_mcginty_policymi,0.18167462645886212,0.11972092003234894,1.5174843829280056,0.12969689680138485,-0.05347162126971661,0.41682087418744085,572,576,0
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Graduate School,mt,(Intercept),2.649977155085623,0.10449672090322085,25.35942881442076,1.0690618156218631e-76,2.444340510423863,2.8556137997473825,301,305,1
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Graduate School,mt,Z,-0.04586772989480427,0.10326551639075303,-0.4441727645194008,0.6572368430555318,-0.24908151609126533,0.15734605630165682,301,305,0
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Graduate School,mt,Z_mcginty_policylcm,0.14732686722854832,0.12494281403544329,1.179154386476002,0.23926790976277884,-0.09854516426459337,0.39319889872169,301,305,0
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Graduate School,mt,Z_mcginty_policymi,0.17088367130738627,0.1275104324929231,1.3401544325941364,0.18120588021357004,-0.0800411162895259,0.4218084589042984,301,305,0
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Graduate School,original,(Intercept),2.517436691605174,0.13665442654272905,18.421918376848357,2.368782433937361e-55,2.2487881008378077,2.7860852823725404,401,405,1
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Graduate School,original,Z,0.02437113408293956,0.12377316513312948,0.19690159863590911,0.8440043002324855,-0.2189542175289577,0.26769648569483684,401,405,0
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Graduate School,original,Z_mcginty_policylcm,0.25317705213076613,0.15110793957306967,1.6754715393914823,0.09462127869720918,-0.043885663268154906,0.5502397675296872,401,405,0
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Graduate School,original,Z_mcginty_policymi,-0.03281151865377579,0.16579217986159442,-0.19790751699608083,0.8432177084283934,-0.3587419448163,0.2931189075087484,401,405,0
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Less than College,mt,(Intercept),2.202256656729874,0.057475854184431366,38.31620578727136,2.612198269000549e-211,2.0894938142057224,2.315019499254025,1216,1220,1
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Less than College,mt,Z,0.013082794635786706,0.0574510850170468,0.22772058407434426,0.8199017513849278,-0.09963145284335179,0.1257970421149252,1216,1220,0
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Less than College,mt,Z_mcginty_policylcm,0.1407688978729941,0.07055063915191956,1.995288767970914,0.04623421091040115,0.0023544153819961555,0.27918338036399204,1216,1220,1
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Less than College,mt,Z_mcginty_policymi,0.05347028597309325,0.07116130958732672,0.7513954743550124,0.45256007915236307,-0.08614228108957558,0.1930828530357621,1216,1220,0
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Less than College,original,(Intercept),2.137500432676725,0.05375198179564486,39.76598371392348,9.430518145130928e-254,2.0320830524038973,2.2429178129495524,1950,1954,1
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Less than College,original,Z,0.1592951356625683,0.05435038016712438,2.930892758665987,0.0034192167669553296,0.05270418770770234,0.26588608361743427,1950,1954,1
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Less than College,original,Z_mcginty_policylcm,0.160236880214754,0.06828022288083586,2.346753912833631,0.019037342796052382,0.02632698554505314,0.29414677488445484,1950,1954,1
mental_illness,"McGinty, Webster and Barry (2013)",educ,educ_3_Less than College,original,Z_mcginty_policymi,0.09592898011387607,0.06571936540038924,1.4596759954913976,0.14454021512950332,-0.03295860881336693,0.22481656904111907,1950,1954,0
mental_illness,"McGinty, Webster and Barry (2013)",female,female_0,mt,(Intercept),2.1394494758544167,0.0600690114591776,35.61652545769575,1.0300450691925329e-187,2.021592010704402,2.2573069410044315,1147,1151,1
mental_illness,"McGinty, Webster and Barry (2013)",female,female_0,mt,Z,-0.04371782129663267,0.06027458078220553,-0.7253110802147493,0.4684091571708593,-0.16197862052417156,0.07454297793090622,1147,1151,0
mental_illness,"McGinty, Webster and Barry (2013)",female,female_0,mt,Z_mcginty_policylcm,0.12908321523033042,0.07400200477095946,1.7443205171245095,0.08137107800517698,-0.016111261696458434,0.2742776921571193,1147,1151,0
mental_illness,"McGinty, Webster and Barry (2013)",female,female_0,mt,Z_mcginty_policymi,0.05593541103430668,0.07401205314290593,0.7557608343374014,0.44994777730636315,-0.08927878114361962,0.201149603212233,1147,1151,0
mental_illness,"McGinty, Webster and Barry (2013)",female,female_0,original,(Intercept),2.1047214263065466,0.0639651693737225,32.90417967956145,5.746306174923118e-178,1.9792476221983388,2.230195230414754,1455,1459,1
mental_illness,"McGinty, Webster and Barry (2013)",female,female_0,original,Z,0.08730355985939361,0.06374916825048695,1.3694854733846156,0.1710588992913741,-0.03774653736443667,0.2123536570832239,1455,1459,0
mental_illness,"McGinty, Webster and Barry (2013)",female,female_0,original,Z_mcginty_policylcm,0.12719709490140546,0.08027003782519948,1.5846148618790608,0.11327117194327906,-0.030260269793310507,0.28465445959612146,1455,1459,0
mental_illness,"McGinty, Webster and Barry (2013)",female,female_0,original,Z_mcginty_policymi,0.10641220919765373,0.0773041037861324,1.3765402350701987,0.16886622482644326,-0.045227191904384706,0.25805161029969215,1455,1459,0
mental_illness,"McGinty, Webster and Barry (2013)",female,female_1,mt,(Intercept),2.5540528559316567,0.049572010158386325,51.522075618302836,2.2474e-319,2.456805135488291,2.6513005763750224,1332,1336,1
mental_illness,"McGinty, Webster and Barry (2013)",female,female_1,mt,Z,0.04130305839436794,0.0493159476110041,0.8375193095783035,0.4024509727575525,-0.05544233222730464,0.13804844901604052,1332,1336,0
mental_illness,"McGinty, Webster and Barry (2013)",female,female_1,mt,Z_mcginty_policylcm,0.0970565833314347,0.05806211697302798,1.6715991147295077,0.09483828089375138,-0.016846574956928706,0.2109597416197981,1332,1336,0
mental_illness,"McGinty, Webster and Barry (2013)",female,female_1,mt,Z_mcginty_policymi,-0.052168437782164484,0.06255066544206891,-0.8340189095267116,0.40441986776540184,-0.1748769905929436,0.07054011502861464,1332,1336,0
mental_illness,"McGinty, Webster and Barry (2013)",female,female_1,original,(Intercept),2.3025773395071534,0.06291244397349699,36.59971214084698,4.323876802784291e-209,2.179169743613147,2.42598493540116,1472,1476,1
mental_illness,"McGinty, Webster and Barry (2013)",female,female_1,original,Z,0.14250882740035478,0.06179978639763826,2.305976051169667,0.02125036609309582,0.021283794888368818,0.2637338599123408,1472,1476,1
mental_illness,"McGinty, Webster and Barry (2013)",female,female_1,original,Z_mcginty_policylcm,0.237273758118428,0.0771209926528396,3.076642947096345,0.002132055555291544,0.08599500156184559,0.3885525146750104,1472,1476,1
mental_illness,"McGinty, Webster and Barry (2013)",female,female_1,original,Z_mcginty_policymi,0.09146775608532981,0.07666515035386617,1.1930812848228785,0.23302980477245142,-0.0589168307542598,0.24185234292491942,1472,1476,0
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Conservative,mt,(Intercept),1.7840619804054432,0.08277155096267026,21.55404797488995,1.958029630999897e-73,1.6214406442968057,1.9466833165140807,502,506,1
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Conservative,mt,Z,0.02507095421469624,0.08971801055093945,0.2794417092035454,0.7800209593937959,-0.15119809691595962,0.2013400053453521,502,506,0
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Conservative,mt,Z_mcginty_policylcm,0.14500006005093002,0.10972297953971336,1.3215104133993045,0.18693318316384458,-0.07057277055382885,0.36057289065568887,502,506,0
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Conservative,mt,Z_mcginty_policymi,0.10271104051082866,0.10688162355800386,0.9609794190213451,0.33702514906012326,-0.1072793755960521,0.31270145661770943,502,506,0
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Conservative,original,(Intercept),1.9470066455231598,0.07803495397547708,24.950442671306213,6.351743928552924e-109,1.7938898255865998,2.1001234654597196,1083,1087,1
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Conservative,original,Z,0.06488708251450483,0.07373885523568288,0.87995782287525115,0.3790773734100651,-0.07980011782648945,0.20957428285549912,1083,1087,0
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Conservative,original,Z_mcginty_policylcm,0.2220130314688052,0.09469315740931068,2.3445519987168133,0.019229855360186777,0.036210203458908685,0.4078158594787017,1083,1087,1
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Conservative,original,Z_mcginty_policymi,0.24905833620123685,0.0898259098344187,2.7726781355217054,0.005655081237406339,0.07280581138938666,0.425310861013087,1083,1087,1
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Liberal,mt,(Intercept),2.777205991119169,0.04868237192899127,57.047466692256435,0,2.681693231435935,2.872718750802403,1191,1195,1
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Liberal,mt,Z,-0.05321704789102018,0.0468176185782354,-1.1366884841032847,0.25589718511219606,-0.14507124017907766,0.038637144397037304,1191,1195,0
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Liberal,mt,Z_mcginty_policylcm,0.041885062652592814,0.05653457201093734,0.7408752054316359,0.4589151505499658,-0.06903338228577845,0.15280350759096406,1191,1195,0
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Liberal,mt,Z_mcginty_policymi,-0.036134576572899146,0.05996529153361533,-0.602591526677442,0.546895171477616,-0.15378394846339336,0.08151479531759506,1191,1195,0
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Liberal,original,(Intercept),2.6024138082693744,0.07971306276901619,32.647269065678294,2.9320946201336092e-151,2.445952012510661,2.7588756040280877,834,838,1
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Liberal,original,Z,-0.0321587217279243,0.08519308693965934,-0.3774804140000434,0.7059126558327423,-0.19937677741136922,0.1350593339555206,834,838,0
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Liberal,original,Z_mcginty_policylcm,0.04527894195413156,0.10671567543073279,0.42429513538075575,0.6714600088310282,-0.1641839193823973,0.25474180329066043,834,838,0
mental_illness,"McGinty, Webster and Barry (2013)",ideo,ideo_3_Liberal,original,Z_mcginty_policymi,0.002800127853504984,0.10399725674510756,0.026925016497002102,0.9785259815991012,-0.20132698731542978,0.20692724302243973,834,838,0
