study,study_label,covariate,group,estimate_mt,estimate_original,std.error_mt,std.error_original,conf.low_mt,conf.low_original,conf.high_mt,conf.high_original,p.value_mt,p.value_original,significant_mt,significant_original,group_label,est_diff_in_cates,std.error_diff_in_cates,li_diff_in_cates,ui_diff_in_cates,p_diff_in_cates,diff_in_cates_significant
brandtS1,Brandt (2013),educ,educ_3_Graduate School,-0.579992072143566,0.15397494764113212,0.15239747248199395,0.3005101444923484,-0.8810670428102714,-0.4465466575366937,-0.2789171014768606,0.754496552818958,2.03983678447378e-4,0.6101778347061121,1,0,Graduate School,-0.7339670197846981,0.33694411489401654,-1.3943774849769706,-0.07355655459242572,0.02938334389046544,TRUE
brandtS1,Brandt (2013),educ,educ_3_Less than College,-0.8098971739482571,-0.42775085728599693,0.06738585549367554,0.1203046317181899,-0.9421641325962169,-0.6641823407888291,-0.6776302153002973,-0.19131937378316477,8.678265776165098e-31,4.173035351044383e-4,1,1,Less than College,-0.3821463166622602,0.13789147157625023,-0.6524136009517106,-0.11187903237280972,0.005582340770932741,TRUE
brandtS1,Brandt (2013),female,female_0,-0.7135347916261149,-0.302050964965421,0.0674205011602706,0.15601915704875033,-0.845882703905029,-0.6090453178480346,-0.5811868793472008,0.004943387917192565,1.518724828441626e-24,0.05378121459961646,1,0,Men,-0.4114838266606939,0.16996323526840934,-0.7446117677867762,-0.07835588553461159,0.015477167318709451,TRUE
brandtS1,Brandt (2013),female,female_1,-0.8303602927337691,-0.4910764212992479,0.06842153349922862,0.12780608293886833,-0.9646695447299514,-0.7425472224346159,-0.6960510407375868,-0.23960562016387987,3.334202943662794e-31,1.4764352519096907e-4,1,1,Women,-0.3392838714345212,0.14496862102732078,-0.62342236864807,-0.05514537422097249,0.019263341542462634,TRUE
brandtS1,Brandt (2013),pid,pid_3_Democrat,-0.7675620879612867,-0.531383907428438,0.06039827261823462,0.14044888648657217,-0.8860802029934052,-0.8076972300568062,-0.6490439729291682,-0.2550705848000698,1.8020861711621513e-34,1.8438027115993003e-4,1,1,Democrat,-0.23617818053284867,0.1528850582973517,-0.535832894795658,0.06347653372996065,0.1223925227132768,FALSE
brandtS1,Brandt (2013),pid,pid_3_Independent,-0.7228607392929248,0.4871030927813681,0.13804177362805858,0.5391447923346327,-0.9953126062313693,-0.6256370686273208,-0.4504088723544803,1.599843254190057,4.6795301660759133e-7,0.37525405180533267,1,0,Independent,-1.209963832074293,0.5565362866587716,-2.3007749539254854,-0.11915271022310048,0.029697856510531462,TRUE
brandtS1,Brandt (2013),pid,pid_3_Republican,-0.7803765428817366,-0.32630112981267595,0.09595437775910577,0.15415828998924933,-0.9690693486999375,-0.629791263436484,-0.5916837370635357,-0.022810996188868005,6.62917541118277e-15,0.03519323201456678,1,1,Republican,-0.4540754130690607,0.18158199520752785,-0.8099761236758153,-0.09817470246230608,0.012396100403559011,TRUE
brandtS1,Brandt (2013),white,white_0,-0.6637290455466135,-0.38462998648502467,0.11271556672915413,0.19827200736093414,-0.8854252257152737,-0.7762164501206739,-0.4420328653779533,0.006956477150624529,9.2471891547887e-9,0.054160220154592105,1,0,Nonwhite,-0.27909905906158883,0.22807145346581348,-0.7261191078545832,0.16792098973140557,0.22105214732517678,FALSE
brandtS1,Brandt (2013),white,white_1,-0.809944869232351,-0.4096788646052736,0.05267651833948836,0.1126436880968778,-0.9132912249085042,-0.6310363300963561,-0.7065985135561977,-0.1883213991141911,6.566564396629161e-49,3.069537125102443e-4,1,1,White,-0.4002660046270774,0.12435198451346542,-0.6439958942734696,-0.15653611498068518,0.001287216053331725,TRUE
caprarielloS2,Caprariello and Reis (2013),age,age_3_18 - 39,-0.14066558319311098,-0.41774769151208224,0.06165604066801917,0.28143614789858323,-0.2616568237422455,-0.9752185356088311,-0.01967434264397641,0.1397231525846666,0.022732624997813214,0.1404538517229838,1,0,Age: 18 - 39,0.2770821083189713,0.2881106952107985,-0.28761485429419376,0.8417790709321363,0.3361897664588465,FALSE
caprarielloS2,Caprariello and Reis (2013),age,age_3_40 - 59,-0.06519153477588255,-0.15142770178045514,0.12692072916251718,0.23476103248014538,-0.31521768058083877,-0.6153442586884558,0.18483461102907364,0.31248885512754554,0.6079783840816382,0.5199069498295541,0,0,Age: 40 - 59,0.0862361670045726,0.2668737788961083,-0.43683643963179963,0.6093087736409448,0.7465932644655828,FALSE
caprarielloS2,Caprariello and Reis (2013),age,age_3_More than 60,-0.19441667121931858,-0.07330238537072883,0.288768800808969,0.19954535847401839,-0.7760268915317212,-0.4680790125736263,0.387193549093084,0.32147424183216855,0.50422472797110085,0.7139575445554347,0,0,Age: More than 60,-0.12111428584858974,0.3510067953888849,-0.8090876048108041,0.5668590331136246,0.730058085886117,FALSE
caprarielloS2,Caprariello and Reis (2013),educ,educ_3_College,-0.07055058365589928,-0.49174955287213223,0.08780363640572333,0.30132183512066946,-0.24311293914255022,-1.0917579814826595,0.10201177183075166,0.10825887573839504,0.422113361510589,0.10676822632017982,0,0,College,0.42119896921623295,0.31385398975726975,-0.1939548507080157,1.0363527891404816,0.17958885198728597,FALSE
caprarielloS2,Caprariello and Reis (2013),educ,educ_3_Graduate School,-0.1821605153594941,-0.7749894559513979,0.17505344421018917,0.3621155830012993,-0.528508042047149,-1.499328467946321,0.1641870113281608,-0.05065044395647489,0.30000788070682405,0.036415948091186236,0,1,Graduate School,0.5928289405919038,0.4022081597658365,-0.1954990525491357,1.3811569337329432,0.14049892119496887,FALSE
caprarielloS2,Caprariello and Reis (2013),educ,educ_3_Less than College,-0.14989659619853127,-0.08674867957816632,0.07525703437418414,0.17637456477005906,-0.2976520581325999,-0.4340785047792294,-0.002141134264462663,0.2605811456228967,0.04677998388349709,0.6232514660887598,1,0,Less than College,-0.06314791662036495,0.19175924572396735,-0.43899603823934097,0.31270020499861106,0.7419226498980922,FALSE
caprarielloS2,Caprariello and Reis (2013),female,female_0,-0.06183635141492646,-0.3069150579379351,0.07778869904907393,0.1942620261158988,-0.21460053026124307,-0.6898580876621316,0.09092782743139013,0.07602797178626142,0.4269630242501723,0.11562710132651753,0,0,Men,0.24507870652300864,0.209257775220902,-0.1650665329099593,0.65522394595597655,0.2415260767012209,FALSE
caprarielloS2,Caprariello and Reis (2013),female,female_1,-0.1944545404392763,-0.16952432473630047,0.07628075895028422,0.21884315397375212,-0.3442350977780456,-0.6012888556354727,-0.044673983100506964,0.2622402061628718,0.011020931923311293,0.43954760766717893,1,0,Women,-0.024930215702975822,0.23175651064686564,-0.47917297657083247,0.4293125451648808,0.9143362208572906,FALSE
caprarielloS2,Caprariello and Reis (2013),ideo,ideo_3_Conservative,-0.10242589531459408,-0.11386841625471368,0.12499722783067012,0.2074762165607993,-0.3485616869728138,-0.5238898262257442,0.14370989634362563,0.29615299371631687,0.41329427933507634,0.5839572593638832,0,0,Conservative,0.011442520940119605,0.2422203282215102,-0.4633093223740404,0.4861943642542796,0.9623218403216515,FALSE
caprarielloS2,Caprariello and Reis (2013),ideo,ideo_3_Liberal,-0.07098199510069754,-0.5838669839971863,0.0706280143615867,0.30151371716009995,-0.20964377597816175,-1.1812777649767945,0.06767978577676668,0.01354379698242203,0.31522922075065823,0.055331856972128036,0,0,Liberal,0.5128849888964887,0.30967537526958977,-0.09407874663190718,1.1198487244248847,0.09768090985598779,FALSE
